,AQI index,Station name,Dominent pollutant,CO,Dew,Humidity,NO2,O3,Pressure,PM10,PM2.5,SO2,Temperature,Wind,Data Time S,Status,Latitude,Longitude
610,118.0,Hà Nội,pm25,22.0,19.0,93.0,25.0,6.0,1011.0,85.0,118.0,4.6,20.0,1.0,2021-03-05 14:00:00,Unhealthy for sensitive groups,21.03982,105.84726
611,84.0,Hà Nội,pm25,8.0,19.0,93.0,13.0,6.0,1011.0,58.0,84.0,4.6,20.0,1.0,2021-03-05 14:00:00,Moderate,20.98832,105.854897
612,100.0,Hà Nội,pm25,9.0,18.5,90.5,22.0,6.0,1011.5,61.0,100.0,4.6,20.0,1.2,2021-03-05 13:00:00,Moderate,21.01994,105.77056
613,86.0,Hà Nội,pm25,10.0,19.0,93.0,19.0,1.0,1011.0,69.0,86.0,1.0,20.0,1.0,2021-03-05 14:00:00,Moderate,21.01525,105.80013
616,111.0,Hà Nội,pm25,15.0,19.0,93.0,19.0,6.0,1011.0,80.0,111.0,4.6,20.0,1.0,2021-03-05 14:00:00,Unhealthy for sensitive groups,21.02022,105.81232
617,86.0,Hà Nội,pm25,9.0,19.0,93.0,18.0,6.0,1011.0,73.0,86.0,4.6,20.0,1.0,2021-03-05 14:00:00,Moderate,21.00577,105.74842
618,115.0,Hà Nội,pm25,12.0,19.0,93.0,18.0,6.0,1011.0,76.0,115.0,4.6,20.0,1.0,2021-03-05 14:00:00,Unhealthy for sensitive groups,21.05121,105.78232
619,96.0,Hà Nội,pm25,9.0,19.0,93.0,11.0,6.0,1011.0,58.0,96.0,4.6,20.0,1.0,2021-03-05 14:00:00,Moderate,21.0072,105.83572
620,109.0,Cao Bằng,pm10,5.0,18.3,70.9,11.0,3.0,982.9,109.0,47.0,4.6,23.9,3.0,2021-03-05 15:00:00,Unhealthy for sensitive groups,22.6782,106.245
621,82.0,Hồ Chí Minh,pm25,5.0,15.0,30.0,11.0,6.0,1008.5,45.0,82.0,4.6,35.0,2.5,2021-03-08 15:00:00,Moderate,10.782978,106.700711
622,153.0,Hà Nội,aqi,5.0,22.0,88.0,11.0,6.0,1014.0,45.0,55.0,4.6,24.0,4.1,2021-03-08 15:00:00,Unhealthy,21.0811211,105.8180306
623,139.0,Hà Nội,pm25,0.2,22.0,88.0,7.4,2.5,1014.0,45.0,139.0,4.1,24.0,4.1,2021-03-08 15:00:00,Unhealthy for sensitive groups,21.0215063,105.8188748
624,24.0,Gia Lai,pm25,2.0,15.7,40.8,6.0,28.0,927.4,20.0,24.0,2.0,30.5,2.0,2021-03-08 15:00:00,Good,13.998599,107.996482
625,13.0,Thừa Thiên Huế,pm10,4.0,23.0,74.0,11.0,6.0,1014.5,13.0,6.0,4.6,28.0,6.9,2021-03-08 15:00:00,Good,16.46226,107.596351
628,30.0,Lào Cai,pm25,40.0,19.8,69.5,3.0,3.0,1003.2,10.0,30.0,41.0,25.8,3.0,2021-03-08 15:00:00,Good,22.3221386,104.1214227
629,35.0,Hạ Long,pm25,5.0,21.0,98.8,11.0,18.0,1003.1,19.0,35.0,4.6,21.2,1.0,2021-03-08 14:00:00,Good,20.9416,107.1158
630,31.0,Quảng Ninh,pm25,6.0,21.0,98.8,17.0,6.0,1003.1,21.0,31.0,6.0,21.2,1.0,2021-03-08 14:00:00,Good,21.0357507,106.7641068
633,116.0,Hà Nội,pm25,30.0,21.5,91.0,24.0,6.0,1014.5,76.0,116.0,4.6,23.0,3.8,2021-03-08 14:00:00,Unhealthy for sensitive groups,21.03982,105.84726
635,97.0,Hà Nội,pm25,7.0,21.5,91.0,20.0,6.0,1014.5,59.0,97.0,4.6,23.0,3.8,2021-03-08 14:00:00,Moderate,21.01994,105.77056
636,121.0,Hà Nội,pm25,9.0,21.5,91.0,16.0,2.0,1014.5,87.0,121.0,1.0,23.0,3.8,2021-03-08 14:00:00,Unhealthy for sensitive groups,21.01525,105.80013
639,131.0,Hà Nội,pm25,12.0,22.0,88.0,17.0,6.0,1014.0,81.0,131.0,4.6,24.0,4.1,2021-03-08 14:00:00,Unhealthy for sensitive groups,21.02022,105.81232
641,135.0,Hà Nội,pm25,18.0,22.0,88.0,23.0,6.0,1014.0,82.0,135.0,4.6,24.0,4.1,2021-03-08 14:00:00,Unhealthy for sensitive groups,21.05121,105.78232
642,122.0,Hà Nội,pm25,9.0,21.5,91.0,11.0,6.0,1014.5,66.0,122.0,4.6,23.0,3.8,2021-03-08 14:00:00,Unhealthy for sensitive groups,21.0072,105.83572
643,9.0,Cao Bằng,pm10,5.0,17.8,77.1,11.0,13.0,988.0,9.0,6.0,3.0,22.0,1.0,2021-03-08 15:00:00,Good,22.6782,106.245
644,78.0,Hồ Chí Minh,pm25,5.0,20.0,61.0,11.0,6.0,1008.0,45.0,78.0,4.6,28.0,3.6,2021-03-14 19:00:00,Moderate,10.782978,106.700711
645,111.0,Hà Nội,aqi,5.0,19.0,69.0,11.0,6.0,1011.0,45.0,55.0,4.6,25.0,4.1,2021-03-14 19:00:00,Unhealthy for sensitive groups,21.0811211,105.8180306
646,119.0,Hà Nội,pm25,0.1,19.0,69.0,7.8,4.9,1011.0,45.0,119.0,3.6,25.0,4.1,2021-03-14 19:00:00,Unhealthy for sensitive groups,21.0215063,105.8188748
647,58.0,Gia Lai,pm25,2.0,15.4,41.9,5.0,27.0,925.0,44.0,58.0,3.0,29.7,3.0,2021-03-14 19:00:00,Moderate,13.998599,107.996482
648,45.0,Thừa Thiên Huế,pm10,5.0,21.5,80.5,11.0,6.0,1012.0,45.0,35.0,4.6,25.0,5.4,2021-03-14 19:00:00,Good,16.46226,107.596351
651,47.0,Lào Cai,pm25,34.0,20.2,68.0,3.0,3.0,1001.2,7.0,47.0,99.0,26.6,4.0,2021-03-14 15:00:00,Good,22.3221386,104.1214227
652,35.0,Hạ Long,pm25,5.0,22.8,84.5,11.0,20.0,998.5,21.0,35.0,4.6,25.6,2.0,2021-03-14 18:00:00,Good,20.9416,107.1158
653,28.0,Quảng Ninh,pm25,4.0,21.8,86.5,9.0,6.0,1003.6,21.0,28.0,6.0,24.2,2.0,2021-03-14 11:00:00,Good,21.0357507,106.7641068
655,69.0,Bắc Ninh,pm25,4.0,19.0,69.0,3.0,6.0,1011.0,49.0,69.0,1.0,25.0,4.1,2021-03-14 19:00:00,Moderate,21.0272212,106.0342099
656,88.0,Hà Nội,pm25,37.0,18.0,61.0,23.0,6.0,1011.0,68.0,88.0,4.6,26.0,3.6,2021-03-14 18:00:00,Moderate,21.03982,105.84726
657,65.0,Hà Nội,pm25,5.0,18.0,61.0,10.0,6.0,1011.0,45.0,65.0,4.6,26.0,3.6,2021-03-14 18:00:00,Moderate,20.98832,105.854897
658,70.0,Hà Nội,pm25,7.0,18.0,61.0,36.0,6.0,1011.0,56.0,70.0,4.6,26.0,3.6,2021-03-14 18:00:00,Moderate,21.01994,105.77056
659,82.0,Hà Nội,pm25,3.0,18.0,61.0,21.0,2.0,1011.0,57.0,82.0,1.0,26.0,3.6,2021-03-14 18:00:00,Moderate,21.01525,105.80013
662,91.0,Hà Nội,pm25,12.0,18.0,61.0,20.0,6.0,1011.0,71.0,91.0,4.6,26.0,3.6,2021-03-14 18:00:00,Moderate,21.02022,105.81232
663,62.0,Hà Nội,pm25,8.0,18.0,61.0,10.0,6.0,1011.0,47.0,62.0,4.6,26.0,3.6,2021-03-14 18:00:00,Moderate,21.00577,105.74842
664,86.0,Hà Nội,pm25,14.0,18.0,61.0,20.0,6.0,1011.0,68.0,86.0,4.6,26.0,3.6,2021-03-14 18:00:00,Moderate,21.05121,105.78232
665,70.0,Hà Nội,pm25,6.0,18.0,61.0,11.0,6.0,1011.0,54.0,70.0,4.6,26.0,3.6,2021-03-14 18:00:00,Moderate,21.0072,105.83572
667,78.0,Hồ Chí Minh,pm25,5.0,22.0,55.0,11.0,6.0,1007.0,45.0,78.0,4.6,32.0,5.6,2021-03-16 15:00:00,Moderate,10.782978,106.700711
668,105.0,Hà Nội,aqi,5.0,22.0,88.0,11.0,6.0,1009.0,45.0,55.0,4.6,24.0,4.1,2021-03-16 15:00:00,Unhealthy for sensitive groups,21.0811211,105.8180306
669,80.0,Hà Nội,pm25,0.1,22.5,91.0,6.9,3.7,1009.0,45.0,80.0,3.6,24.0,4.6,2021-03-16 15:00:00,Moderate,21.0215063,105.8188748
670,104.0,Gia Lai,pm25,5.0,19.4,59.6,15.0,37.0,923.6,60.0,104.0,2.0,28.0,4.0,2021-03-16 15:00:00,Unhealthy for sensitive groups,13.998599,107.996482
671,30.0,Thừa Thiên Huế,pm10,6.0,23.0,72.0,11.0,6.0,1010.0,30.0,32.0,4.6,28.5,5.4,2021-03-16 14:00:00,Good,16.46226,107.596351
674,29.0,Lào Cai,pm25,32.0,21.6,100.0,6.0,2.0,1001.0,7.0,29.0,40.0,21.6,1.0,2021-03-15 05:00:00,Good,22.3221386,104.1214227
675,24.0,Hạ Long,pm25,5.0,22.4,87.1,11.0,18.0,998.2,13.0,24.0,4.6,24.7,2.0,2021-03-16 14:00:00,Good,20.9416,107.1158
676,22.0,Quảng Ninh,pm25,4.0,22.4,87.1,7.0,6.0,998.2,15.0,22.0,4.0,24.7,2.0,2021-03-16 14:00:00,Good,21.0357507,106.7641068
678,55.0,Bắc Ninh,pm25,4.0,22.0,88.0,8.0,6.0,1009.0,39.0,55.0,1.0,24.0,4.1,2021-03-16 15:00:00,Moderate,21.0272212,106.0342099
679,57.0,Hà Nội,pm25,27.0,22.5,88.5,29.0,6.0,1010.0,52.0,57.0,4.6,24.5,3.6,2021-03-16 14:00:00,Moderate,21.03982,105.84726
680,52.0,Hà Nội,pm25,3.0,22.5,88.5,5.0,6.0,1010.0,37.0,52.0,4.6,24.5,3.6,2021-03-16 14:00:00,Moderate,20.98832,105.854897
681,91.0,Hà Nội,pm25,8.0,22.0,88.0,24.0,6.0,1009.0,57.0,91.0,4.6,24.0,4.1,2021-03-16 14:00:00,Moderate,21.01994,105.77056
682,66.0,Hà Nội,pm25,5.0,22.5,88.5,15.0,2.0,1010.0,56.0,66.0,1.0,24.5,3.6,2021-03-16 14:00:00,Moderate,21.01525,105.80013
685,97.0,Hà Nội,pm25,6.0,22.0,88.0,12.0,6.0,1009.0,67.0,97.0,4.6,24.0,4.1,2021-03-16 14:00:00,Moderate,21.02022,105.81232
686,40.0,Hà Nội,pm25,2.0,22.0,88.0,4.0,6.0,1009.0,31.0,40.0,4.6,24.0,4.1,2021-03-16 14:00:00,Good,21.00577,105.74842
687,105.0,Hà Nội,pm25,10.0,22.5,88.5,14.0,6.0,1010.0,73.0,105.0,4.6,24.5,3.6,2021-03-16 14:00:00,Unhealthy for sensitive groups,21.05121,105.78232
688,91.0,Hà Nội,pm25,7.0,22.0,88.0,11.0,6.0,1009.0,59.0,91.0,4.6,24.0,4.1,2021-03-16 14:00:00,Moderate,21.0072,105.83572
689,150.0,Cao Bằng,pm10,5.0,20.6,75.7,11.0,1.0,982.7,150.0,87.0,4.0,25.2,3.0,2021-03-16 15:00:00,Unhealthy for sensitive groups,22.6782,106.245
690,59.0,Hồ Chí Minh,pm25,5.0,21.0,46.0,11.0,6.0,1005.0,45.0,59.0,4.6,34.0,4.6,2021-03-24 15:00:00,Moderate,10.782978,106.700711
691,160.0,Hà Nội,aqi,5.0,13.0,60.0,11.0,6.0,1013.0,45.0,160.0,4.6,21.0,2.0,2021-03-24 15:00:00,Unhealthy,21.0811211,105.8180306
692,190.0,Hà Nội,pm25,0.1,13.0,60.0,9.2,4.5,1013.0,45.0,190.0,9.2,21.0,2.0,2021-03-24 15:00:00,Unhealthy,21.0215063,105.8188748
693,14.0,Gia Lai,pm10,3.0,18.2,45.4,7.0,23.0,923.6,14.0,11.0,2.0,31.4,5.0,2021-03-24 15:00:00,Good,13.998599,107.996482
697,103.0,Lào Cai,pm25,32.0,13.6,57.5,2.0,2.0,1003.5,23.0,103.0,45.0,22.4,1.0,2021-03-24 15:00:00,Unhealthy for sensitive groups,22.3221386,104.1214227
699,50.0,Quảng Ninh,pm10,98.0,11.0,68.6,4.0,6.0,1010.3,50.0,45.0,10.0,16.8,1.0,2021-03-22 13:00:00,Good,21.0357507,106.7641068
700,85.0,Bắc Ninh,pm25,3.0,13.0,60.0,9.0,34.0,1013.0,66.0,85.0,10.0,21.0,2.0,2021-03-24 15:00:00,Moderate,21.1232473,106.2883295
701,132.0,Bắc Ninh,pm25,4.0,12.5,58.0,16.0,6.0,1013.5,89.0,132.0,23.0,21.0,1.0,2021-03-24 15:00:00,Unhealthy for sensitive groups,21.0272212,106.0342099
702,133.0,Hà Nội,pm25,18.0,12.5,58.0,25.0,6.0,1013.5,94.0,133.0,4.6,21.0,1.0,2021-03-24 14:00:00,Unhealthy for sensitive groups,21.03982,105.84726
703,71.0,Hà Nội,pm25,4.0,12.5,58.0,8.0,6.0,1013.5,51.0,71.0,4.6,21.0,1.0,2021-03-24 14:00:00,Moderate,20.98832,105.854897
704,91.0,Hà Nội,pm25,11.0,12.5,58.0,20.0,6.0,1013.5,62.0,91.0,4.6,21.0,1.0,2021-03-24 14:00:00,Moderate,21.01994,105.77056
706,47.0,Đà Nẵng,pm25,3.0,20.0,73.0,11.0,38.0,1012.0,32.0,47.0,21.0,25.0,4.1,2021-03-24 15:00:00,Good,16.074,108.217
708,111.0,Hà Nội,pm25,7.0,12.5,58.0,15.0,6.0,1013.5,81.0,111.0,4.6,21.0,1.0,2021-03-24 14:00:00,Unhealthy for sensitive groups,21.02022,105.81232
709,64.0,Hà Nội,pm25,4.0,12.5,58.0,8.0,6.0,1013.5,46.0,64.0,4.6,21.0,1.0,2021-03-24 14:00:00,Moderate,21.00577,105.74842
710,127.0,Hà Nội,pm25,11.0,12.5,58.0,17.0,6.0,1013.5,90.0,127.0,4.6,21.0,1.0,2021-03-24 14:00:00,Unhealthy for sensitive groups,21.05121,105.78232
711,91.0,Hà Nội,pm25,10.0,12.5,58.0,11.0,6.0,1013.5,58.0,91.0,4.6,21.0,1.0,2021-03-24 14:00:00,Moderate,21.0072,105.83572
712,157.0,Cao Bằng,pm25,5.0,12.6,54.9,11.0,1.0,985.8,145.0,157.0,20.0,22.1,2.0,2021-03-24 15:00:00,Unhealthy,22.6782,106.245
713,57.0,Hồ Chí Minh,pm25,5.0,23.0,66.0,11.0,6.0,1010.0,45.0,57.0,4.6,30.0,1.5,2021-03-29 09:00:00,Moderate,10.782978,106.700711
714,164.0,Hà Nội,aqi,5.0,23.0,97.0,11.0,6.0,1007.0,45.0,164.0,4.6,23.5,1.2,2021-03-29 09:00:00,Unhealthy,21.0811211,105.8180306
715,155.0,Hà Nội,pm25,0.1,24.0,94.0,6.9,2.9,1007.0,45.0,155.0,4.1,25.0,2.0,2021-03-29 09:00:00,Unhealthy,21.0215063,105.8188748
716,108.0,Gia Lai,pm25,5.0,19.4,88.9,12.0,20.0,923.7,68.0,108.0,3.0,21.3,1.0,2021-03-29 09:00:00,Unhealthy for sensitive groups,13.998599,107.996482
719,50.0,Bắc Ninh,pm25,3.0,22.0,94.0,8.0,4.0,1009.0,38.0,50.0,6.0,23.0,4.8,2021-03-27 21:00:00,Good,21.1137452,105.9268934
720,159.0,Lào Cai,pm25,34.0,23.1,97.0,1.0,2.0,995.4,59.0,154.0,46.0,23.6,2.0,2021-03-29 10:00:00,Unhealthy,22.3221386,104.1214227
723,25.0,Bắc Ninh,pm25,4.0,22.0,94.0,29.0,4.0,1009.0,20.0,25.0,4.0,23.0,4.8,2021-03-27 21:00:00,Good,21.1232473,106.2883295
727,96.0,Hà Nội,pm25,3.0,23.0,97.0,24.0,6.0,1007.0,58.0,96.0,4.6,23.5,1.2,2021-03-29 05:00:00,Moderate,21.01994,105.77056
729,111.0,Đà Nẵng,pm25,7.0,24.0,74.0,10.0,15.0,1009.0,62.0,113.0,20.0,29.0,2.0,2021-03-29 10:00:00,Unhealthy for sensitive groups,16.074,108.217
735,112.0,Cao Bằng,pm10,5.0,21.4,90.2,9.0,1.0,978.1,112.0,100.0,3.0,23.1,2.0,2021-03-29 10:00:00,Unhealthy for sensitive groups,22.6782,106.245
736,114.0,Hồ Chí Minh,pm25,5.0,21.0,44.0,11.0,6.0,1003.5,45.0,114.0,4.6,35.0,2.0,2021-03-31 14:00:00,Unhealthy for sensitive groups,10.782978,106.700711
737,154.0,Hà Nội,aqi,5.0,25.0,79.0,11.0,6.0,1000.0,45.0,154.0,4.6,29.0,3.0,2021-03-31 15:00:00,Unhealthy,21.0811211,105.8180306
738,162.0,Hà Nội,pm25,0.2,25.0,83.0,8.3,4.1,1000.5,45.0,158.0,4.1,28.0,2.5,2021-03-31 14:00:00,Unhealthy,21.0215063,105.8188748
739,106.0,Gia Lai,pm25,4.0,20.4,57.8,11.0,43.0,920.0,62.0,106.0,1.0,29.6,3.0,2021-03-31 15:00:00,Unhealthy for sensitive groups,13.998599,107.996482
742,115.0,Bắc Ninh,pm25,4.0,25.0,79.0,10.0,5.0,1000.0,74.0,115.0,6.0,29.0,3.0,2021-03-31 15:00:00,Unhealthy for sensitive groups,21.1137452,105.9268934
743,51.0,Lào Cai,pm25,38.0,22.0,63.4,3.0,3.0,989.8,7.0,51.0,31.0,29.7,2.0,2021-03-31 15:00:00,Moderate,22.3221386,104.1214227
746,39.0,Bắc Ninh,pm25,2.0,25.0,79.0,12.0,19.0,1000.0,35.0,39.0,4.0,29.0,3.0,2021-03-31 15:00:00,Good,21.1232473,106.2883295
747,110.0,Bắc Ninh,pm25,5.0,25.0,79.0,5.0,6.0,1000.0,61.0,110.0,1.0,29.0,3.0,2021-03-31 15:00:00,Unhealthy for sensitive groups,21.0272212,106.0342099
749,98.0,Hà Nội,pm25,10.0,25.0,100.0,15.0,6.0,1001.0,63.0,98.0,4.6,25.0,2.5,2021-03-30 18:00:00,Moderate,20.98832,105.854897
750,123.0,Hà Nội,pm25,22.0,25.0,97.0,37.0,6.0,1001.0,79.0,123.0,4.6,25.5,2.8,2021-03-30 19:00:00,Unhealthy for sensitive groups,21.01994,105.77056
752,69.0,Đà Nẵng,pm25,3.0,24.0,72.0,11.0,19.0,1002.0,44.0,69.0,20.0,29.5,4.6,2021-03-31 15:00:00,Moderate,16.074,108.217
755,91.0,Hà Nội,pm25,8.0,24.0,100.0,15.0,6.0,1001.5,60.0,91.0,4.6,24.0,2.0,2021-03-30 19:00:00,Moderate,21.00577,105.74842
756,139.0,Hà Nội,pm25,20.0,25.0,100.0,31.0,6.0,1001.0,98.0,139.0,4.6,25.0,2.5,2021-03-30 19:00:00,Unhealthy for sensitive groups,21.05121,105.78232
758,167.0,Cao Bằng,pm25,5.0,23.7,59.5,12.0,1.0,972.4,151.0,167.0,2.0,32.6,1.0,2021-03-31 15:00:00,Unhealthy,22.6782,106.245
759,95.0,Hồ Chí Minh,pm25,5.0,25.0,74.0,11.0,6.0,1005.0,45.0,95.0,4.6,30.0,3.6,2021-04-01 20:00:00,Moderate,10.782978,106.700711
760,90.0,Hà Nội,aqi,5.0,25.0,94.0,11.0,6.0,1003.0,45.0,90.0,4.6,26.0,4.1,2021-04-01 20:00:00,Moderate,21.0811211,105.8180306
761,107.0,Hà Nội,pm25,0.2,25.0,94.0,7.4,3.3,1003.0,45.0,107.0,4.1,26.0,4.1,2021-04-01 20:00:00,Unhealthy for sensitive groups,21.0215063,105.8188748
762,122.0,Gia Lai,pm25,10.0,20.3,64.9,30.0,18.0,919.2,74.0,122.0,1.0,27.5,1.0,2021-04-01 20:00:00,Unhealthy for sensitive groups,13.998599,107.996482
765,94.0,Bắc Ninh,pm25,3.0,25.0,94.0,6.0,5.0,1003.0,73.0,94.0,6.0,26.0,4.1,2021-04-01 20:00:00,Moderate,21.1137452,105.9268934
766,146.0,Lào Cai,pm25,34.0,23.9,72.3,4.0,3.0,989.5,43.0,146.0,53.0,29.4,3.0,2021-04-01 20:00:00,Unhealthy for sensitive groups,22.3221386,104.1214227
769,27.0,Bắc Ninh,pm25,2.0,25.0,94.0,10.0,12.0,1003.0,25.0,27.0,3.0,26.0,4.1,2021-04-01 20:00:00,Good,21.1232473,106.2883295
770,60.0,Bắc Ninh,pm25,5.0,25.0,94.0,5.0,6.0,1003.0,43.0,60.0,1.0,26.0,4.1,2021-04-01 20:00:00,Moderate,21.0272212,106.0342099
771,46.0,Hà Nội,pm25,12.0,25.0,88.0,22.0,6.0,1006.0,44.0,46.0,4.6,27.0,3.0,2021-04-01 09:00:00,Good,21.03982,105.84726
772,71.0,Hà Nội,pm25,3.0,25.0,88.0,9.0,6.0,1006.0,57.0,71.0,4.6,27.0,3.0,2021-04-01 09:00:00,Moderate,20.98832,105.854897
773,91.0,Hà Nội,pm25,11.0,25.0,88.0,24.0,6.0,1006.0,62.0,91.0,4.6,27.0,3.0,2021-04-01 09:00:00,Moderate,21.01994,105.77056
774,76.0,Hà Nội,pm25,8.0,25.0,88.0,28.0,1.0,1006.0,70.0,76.0,1.0,27.0,3.0,2021-04-01 09:00:00,Moderate,21.01525,105.80013
775,58.0,Đà Nẵng,pm25,6.0,24.0,88.0,11.0,12.0,1004.0,37.0,58.0,21.0,26.0,2.0,2021-04-01 20:00:00,Moderate,16.074,108.217
777,98.0,Hà Nội,pm25,8.0,25.0,94.0,15.0,6.0,1006.0,71.0,98.0,4.6,26.0,2.3,2021-04-01 09:00:00,Moderate,21.02022,105.81232
778,44.0,Hà Nội,pm25,2.0,25.0,94.0,6.0,6.0,1006.0,38.0,44.0,4.6,26.0,2.3,2021-04-01 09:00:00,Good,21.00577,105.74842
779,94.0,Hà Nội,pm25,9.0,25.0,88.0,16.0,6.0,1006.0,71.0,94.0,4.6,27.0,3.0,2021-04-01 09:00:00,Moderate,21.05121,105.78232
780,88.0,Hà Nội,pm25,11.0,25.0,88.0,11.0,6.0,1006.0,61.0,88.0,4.6,27.0,3.0,2021-04-01 09:00:00,Moderate,21.0072,105.83572
781,190.0,Cao Bằng,pm25,5.0,22.5,76.4,16.0,1.0,973.7,169.0,190.0,1.0,27.0,3.0,2021-04-01 20:00:00,Unhealthy,22.6782,106.245
782,82.0,Hồ Chí Minh,pm25,5.0,20.0,55.0,11.0,6.0,1007.0,45.0,82.0,4.6,30.0,4.1,2021-04-05 19:00:00,Moderate,10.782978,106.700711
783,176.0,Hà Nội,aqi,5.0,22.0,94.0,11.0,6.0,1014.0,45.0,176.0,4.6,23.0,3.0,2021-04-05 19:00:00,Unhealthy,21.0811211,105.8180306
784,168.0,Hà Nội,pm25,0.2,22.0,94.0,8.3,3.3,1014.0,45.0,168.0,4.6,23.0,3.0,2021-04-05 19:00:00,Unhealthy,21.0215063,105.8188748
785,44.0,Gia Lai,pm25,2.0,16.3,41.7,5.0,17.0,923.8,37.0,44.0,11.0,30.8,4.0,2021-04-05 20:00:00,Good,13.998599,107.996482
788,114.0,Bắc Ninh,pm25,5.0,24.0,100.0,6.0,4.0,1011.0,63.0,114.0,6.0,24.0,1.5,2021-04-04 02:00:00,Unhealthy for sensitive groups,21.1137452,105.9268934
789,170.0,Lào Cai,pm25,31.0,20.0,97.0,3.0,2.0,1003.4,83.0,170.0,58.0,20.5,1.0,2021-04-05 20:00:00,Unhealthy,22.3221386,104.1214227
792,62.0,Bắc Ninh,pm25,5.0,22.0,94.0,19.0,11.0,1014.0,46.0,62.0,4.0,23.0,3.0,2021-04-05 19:00:00,Moderate,21.1232473,106.2883295
793,130.0,Bắc Ninh,pm25,5.0,22.0,94.0,15.0,6.0,1014.0,73.0,130.0,3.0,23.0,3.6,2021-04-05 20:00:00,Unhealthy for sensitive groups,21.0272212,106.0342099
794,131.0,Hà Nội,pm25,34.0,22.0,88.0,38.0,6.0,1013.0,94.0,131.0,4.6,24.0,3.0,2021-04-05 17:00:00,Unhealthy for sensitive groups,21.03982,105.84726
795,109.0,Hà Nội,pm25,6.0,22.0,88.0,10.0,6.0,1013.0,64.0,109.0,4.6,24.0,3.0,2021-04-05 17:00:00,Unhealthy for sensitive groups,20.98832,105.854897
796,123.0,Hà Nội,pm25,17.0,22.0,88.0,31.0,6.0,1013.0,77.0,123.0,4.6,24.0,3.0,2021-04-05 17:00:00,Unhealthy for sensitive groups,21.01994,105.77056
797,127.0,Hà Nội,pm25,7.0,22.0,88.0,37.0,4.0,1013.0,91.0,127.0,1.0,24.0,3.0,2021-04-05 17:00:00,Unhealthy for sensitive groups,21.01525,105.80013
798,35.0,Đà Nẵng,pm25,7.0,22.0,78.0,11.0,8.0,1013.0,22.0,35.0,22.0,26.0,1.0,2021-04-05 20:00:00,Good,16.074,108.217
800,132.0,Hà Nội,pm25,11.0,22.0,88.0,18.0,6.0,1013.0,94.0,132.0,4.6,24.0,3.0,2021-04-05 17:00:00,Unhealthy for sensitive groups,21.02022,105.81232
801,92.0,Hà Nội,pm25,5.0,22.0,88.0,9.0,6.0,1013.0,59.0,92.0,4.6,24.0,3.0,2021-04-05 17:00:00,Moderate,21.00577,105.74842
802,128.0,Hà Nội,pm25,18.0,22.0,88.0,22.0,6.0,1013.0,93.0,128.0,4.6,24.0,3.0,2021-04-05 17:00:00,Unhealthy for sensitive groups,21.05121,105.78232
803,120.0,Hà Nội,pm25,13.0,22.0,88.0,11.0,6.0,1013.0,73.0,120.0,4.6,24.0,3.0,2021-04-05 17:00:00,Unhealthy for sensitive groups,21.0072,105.83572
804,110.0,Cao Bằng,pm10,5.0,18.5,92.8,3.0,1.0,987.7,110.0,83.0,2.0,19.7,1.0,2021-04-05 20:00:00,Unhealthy for sensitive groups,22.6782,106.245
805,72.0,Hồ Chí Minh,pm25,5.0,19.0,48.0,11.0,6.0,1009.0,45.0,72.0,4.6,31.0,5.1,2021-04-06 19:00:00,Moderate,10.782978,106.700711
806,142.0,Hà Nội,aqi,5.0,23.0,83.0,11.0,6.0,1014.0,45.0,142.0,4.6,26.0,5.1,2021-04-06 19:00:00,Unhealthy for sensitive groups,21.0811211,105.8180306
807,87.0,Hà Nội,pm25,0.2,23.0,83.0,8.7,4.1,1014.0,45.0,87.0,4.1,26.0,5.1,2021-04-06 19:00:00,Moderate,21.0215063,105.8188748
808,42.0,Gia Lai,pm25,2.0,16.3,40.3,4.0,25.0,923.6,34.0,42.0,11.0,31.4,4.0,2021-04-06 19:00:00,Good,13.998599,107.996482
810,1.0,Hà Nội,pm25,5.0,22.0,78.0,11.0,6.0,1009.0,45.0,55.0,4.6,26.0,2.8,2021-02-26 15:00:00,Good,21.04975,105.74187
812,161.0,Lào Cai,pm25,32.0,19.7,97.0,1.0,2.0,1002.0,76.0,161.0,55.0,20.2,2.0,2021-04-06 19:00:00,Unhealthy,22.3221386,104.1214227
815,49.0,Bắc Ninh,pm10,4.0,23.0,83.0,35.0,11.0,1014.0,49.0,43.0,5.0,26.0,5.1,2021-04-06 19:00:00,Good,21.1232473,106.2883295
816,51.0,Bắc Ninh,pm25,4.0,22.5,78.5,5.0,6.0,1013.5,39.0,51.0,2.0,26.5,5.6,2021-04-06 19:00:00,Moderate,21.0272212,106.0342099
817,101.0,Hà Nội,pm25,31.0,23.0,83.0,23.0,6.0,1014.0,75.0,101.0,4.6,26.0,5.1,2021-04-06 18:00:00,Unhealthy for sensitive groups,21.03982,105.84726
818,71.0,Hà Nội,pm25,6.0,23.0,83.0,10.0,6.0,1014.0,53.0,71.0,4.6,26.0,5.1,2021-04-06 18:00:00,Moderate,20.98832,105.854897
820,86.0,Hà Nội,pm25,4.0,23.0,83.0,22.0,1.0,1014.0,56.0,86.0,1.0,26.0,5.1,2021-04-06 18:00:00,Moderate,21.01525,105.80013
821,50.0,Đà Nẵng,pm25,5.0,23.5,80.5,10.0,17.0,1013.0,33.0,50.0,20.0,27.0,3.0,2021-04-06 19:00:00,Good,16.074,108.217
