,AQI index,Station name,Dominent pollutant,CO,Dew,Humidity,NO2,O3,Pressure,PM10,PM2.5,SO2,Temperature,Wind,Data Time S,Status,Latitude,Longitude
433,84.0,Hà Nội,pm25,6.0,12.0,53.0,8.0,6.0,1023.5,51.0,84.0,4.6,22.0,2.3,2021-02-18 13:00:00,Moderate,21.00577,105.74842
434,124.0,Hà Nội,pm25,20.0,12.0,53.0,23.0,6.0,1023.5,86.0,124.0,4.6,22.0,2.3,2021-02-18 13:00:00,Unhealthy for sensitive groups,21.05121,105.78232
435,105.0,Hà Nội,pm25,7.0,12.0,53.0,11.0,6.0,1023.5,57.0,105.0,4.6,22.0,2.3,2021-02-18 13:00:00,Unhealthy for sensitive groups,21.0072,105.83572
436,81.0,Cao Bằng,pm10,5.0,14.7,94.4,11.0,2.0,995.8,81.0,78.0,4.6,15.6,1.0,2021-02-18 09:00:00,Moderate,22.6782,106.245
437,80.0,Hồ Chí Minh,pm25,5.0,19.5,65.0,11.0,6.0,1012.0,45.0,80.0,4.6,26.5,3.3,2021-02-20 20:00:00,Moderate,10.782978,106.700711
438,125.0,Hà Nội,aqi,5.0,13.0,53.0,11.0,6.0,1017.0,45.0,55.0,4.6,23.0,2.5,2021-02-20 20:00:00,Unhealthy for sensitive groups,21.0811211,105.8180306
439,165.0,Hà Nội,pm25,0.1,13.0,53.0,5.1,11.8,1017.0,45.0,165.0,5.6,23.0,4.1,2021-02-20 20:00:00,Unhealthy,21.0215063,105.8188748
440,27.0,Gia Lai,pm25,1.0,12.4,64.7,2.0,36.0,929.7,21.0,27.0,1.0,19.2,2.0,2021-02-19 16:00:00,Good,13.998599,107.996482
441,70.0,Thừa Thiên Huế,pm10,2.0,17.0,77.0,11.0,6.0,1019.0,70.0,41.0,4.6,21.0,2.5,2021-02-20 20:00:00,Moderate,16.46226,107.596351
442,116.0,Hà Nội,pm25,16.0,11.5,46.5,73.0,1.0,1016.5,61.0,116.0,2.0,23.5,2.3,2021-02-20 19:00:00,Unhealthy for sensitive groups,21.04975,105.74187
443,121.0,Bắc Ninh,pm25,3.0,13.0,53.0,8.0,24.0,1017.0,66.0,121.0,4.0,23.0,2.5,2021-02-20 20:00:00,Unhealthy for sensitive groups,21.1137452,105.9268934
444,167.0,Lào Cai,pm25,30.0,15.8,67.9,6.0,2.0,1005.0,72.0,167.0,12.0,22.0,1.0,2021-02-20 20:00:00,Unhealthy,22.3221386,104.1214227
445,31.0,Hạ Long,pm25,5.0,16.3,83.3,11.0,63.0,1004.0,17.0,31.0,4.6,19.2,1.0,2021-02-20 20:00:00,Good,20.9416,107.1158
446,8.0,Quảng Ninh,pm25,6.0,16.3,83.3,12.0,6.0,1004.0,6.0,8.0,19.2,19.2,1.0,2021-02-20 19:00:00,Good,21.0357507,106.7641068
447,102.0,Bắc Ninh,pm25,2.0,13.0,53.0,6.0,40.0,1017.0,63.0,102.0,4.0,23.0,2.5,2021-02-20 20:00:00,Unhealthy for sensitive groups,21.1232473,106.2883295
449,120.0,Hà Nội,pm25,55.0,13.0,53.0,73.0,6.0,1017.0,69.0,120.0,4.6,23.0,2.5,2021-02-20 19:00:00,Unhealthy for sensitive groups,21.03982,105.84726
450,110.0,Hà Nội,pm25,7.0,11.5,46.5,39.0,6.0,1016.5,61.0,110.0,4.6,23.5,2.3,2021-02-20 19:00:00,Unhealthy for sensitive groups,20.98832,105.854897
451,126.0,Hà Nội,pm25,9.0,11.5,46.5,33.0,6.0,1016.5,73.0,126.0,4.6,23.5,2.3,2021-02-20 19:00:00,Unhealthy for sensitive groups,21.01994,105.77056
452,100.0,Hà Nội,pm25,3.0,11.5,46.5,21.0,2.0,1016.5,62.0,100.0,1.0,23.5,2.3,2021-02-20 19:00:00,Moderate,21.01525,105.80013
455,127.0,Hà Nội,pm25,11.0,11.5,46.5,18.0,6.0,1016.5,71.0,127.0,4.6,23.5,2.3,2021-02-20 19:00:00,Unhealthy for sensitive groups,21.02022,105.81232
456,113.0,Hà Nội,pm25,9.0,11.5,46.5,15.0,6.0,1016.5,63.0,113.0,4.6,23.5,2.3,2021-02-20 19:00:00,Unhealthy for sensitive groups,21.00577,105.74842
457,117.0,Hà Nội,pm25,11.0,11.5,46.5,13.0,6.0,1016.5,64.0,117.0,4.6,23.5,2.3,2021-02-20 19:00:00,Unhealthy for sensitive groups,21.05121,105.78232
458,115.0,Hà Nội,pm25,7.0,11.5,46.5,11.0,6.0,1016.5,61.0,115.0,4.6,23.5,2.3,2021-02-20 19:00:00,Unhealthy for sensitive groups,21.0072,105.83572
459,194.0,Cao Bằng,pm25,5.0,15.9,79.2,11.0,3.0,987.9,177.0,194.0,4.6,19.6,1.0,2021-02-20 20:00:00,Unhealthy,22.6782,106.245
460,76.0,Hồ Chí Minh,pm25,5.0,18.5,59.0,11.0,6.0,1009.5,45.0,76.0,4.6,27.0,5.4,2021-02-22 17:00:00,Moderate,10.782978,106.700711
461,151.0,Hà Nội,aqi,5.0,17.0,64.0,11.0,6.0,1012.0,45.0,55.0,4.6,24.0,3.6,2021-02-22 17:00:00,Unhealthy,21.0811211,105.8180306
462,152.0,Hà Nội,pm25,0.1,17.0,64.0,5.1,7.0,1012.0,45.0,152.0,4.1,24.0,3.6,2021-02-22 17:00:00,Unhealthy,21.0215063,105.8188748
464,55.0,Thừa Thiên Huế,pm10,2.0,18.0,67.0,11.0,6.0,1013.0,55.0,29.0,4.6,24.5,4.8,2021-02-22 17:00:00,Moderate,16.46226,107.596351
465,127.0,Hà Nội,pm25,10.0,16.5,59.0,38.0,2.0,1012.0,70.0,127.0,1.0,25.0,3.0,2021-02-22 16:00:00,Unhealthy for sensitive groups,21.04975,105.74187
466,85.0,Bắc Ninh,pm25,2.0,17.0,64.0,11.0,24.0,1012.0,63.0,85.0,4.0,24.0,3.6,2021-02-22 17:00:00,Moderate,21.1137452,105.9268934
467,175.0,Lào Cai,pm25,31.0,17.8,55.2,6.0,2.0,998.4,65.0,175.0,85.0,27.6,2.0,2021-02-22 17:00:00,Unhealthy,22.3221386,104.1214227
468,17.0,Hạ Long,pm25,5.0,19.2,85.2,11.0,36.0,999.4,9.0,17.0,4.6,21.8,2.0,2021-02-22 17:00:00,Good,20.9416,107.1158
469,4.0,Quảng Ninh,pm25,5.0,19.2,85.2,7.0,6.0,999.4,3.0,4.0,21.8,21.8,2.0,2021-02-22 16:00:00,Good,21.0357507,106.7641068
470,60.0,Bắc Ninh,pm25,2.0,17.0,64.0,4.0,31.0,1012.0,50.0,60.0,3.0,24.0,3.6,2021-02-22 17:00:00,Moderate,21.1232473,106.2883295
471,75.0,Bắc Ninh,pm25,4.0,16.5,59.0,7.0,6.0,1012.0,50.0,75.0,1.0,25.0,3.0,2021-02-22 17:00:00,Moderate,21.0272212,106.0342099
472,153.0,Hà Nội,pm25,48.0,17.0,64.0,53.0,6.0,1012.0,78.0,153.0,4.6,24.0,3.6,2021-02-22 16:00:00,Unhealthy,21.03982,105.84726
473,99.0,Hà Nội,pm25,4.0,17.0,64.0,39.0,6.0,1012.0,56.0,99.0,4.6,24.0,3.6,2021-02-22 16:00:00,Moderate,20.98832,105.854897
474,95.0,Hà Nội,pm25,5.0,17.0,64.0,19.0,6.0,1012.0,58.0,95.0,4.6,24.0,3.6,2021-02-22 16:00:00,Moderate,21.01994,105.77056
475,104.0,Hà Nội,pm25,3.0,16.5,59.0,20.0,7.0,1012.0,1.0,104.0,1.0,25.0,3.0,2021-02-22 16:00:00,Unhealthy for sensitive groups,21.01525,105.80013
478,138.0,Hà Nội,pm25,6.0,17.0,64.0,9.0,6.0,1012.0,73.0,138.0,4.6,24.0,3.6,2021-02-22 16:00:00,Unhealthy for sensitive groups,21.02022,105.81232
479,90.0,Hà Nội,pm25,4.0,17.0,64.0,5.0,6.0,1012.0,53.0,90.0,4.6,24.0,3.6,2021-02-22 16:00:00,Moderate,21.00577,105.74842
480,133.0,Hà Nội,pm25,7.0,17.0,64.0,24.0,6.0,1012.0,69.0,133.0,4.6,24.0,3.6,2021-02-22 16:00:00,Unhealthy for sensitive groups,21.05121,105.78232
481,99.0,Hà Nội,pm25,6.0,17.0,64.0,11.0,6.0,1012.0,59.0,99.0,4.6,24.0,3.6,2021-02-22 16:00:00,Moderate,21.0072,105.83572
482,119.0,Cao Bằng,pm25,5.0,17.7,50.5,11.0,5.0,981.5,89.0,119.0,4.6,29.0,4.0,2021-02-22 17:00:00,Unhealthy for sensitive groups,22.6782,106.245
483,155.0,Hồ Chí Minh,pm25,5.0,16.0,38.0,11.0,6.0,1007.0,45.0,155.0,4.6,32.0,3.0,2021-02-23 15:00:00,Unhealthy,10.782978,106.700711
484,99.0,Hà Nội,aqi,5.0,16.0,60.0,11.0,6.0,1012.0,45.0,55.0,4.6,24.0,1.5,2021-02-23 15:00:00,Moderate,21.0811211,105.8180306
485,124.0,Hà Nội,pm25,0.2,16.0,60.0,4.6,7.4,1012.0,45.0,124.0,3.6,24.0,1.5,2021-02-23 15:00:00,Unhealthy for sensitive groups,21.0215063,105.8188748
487,24.0,Thừa Thiên Huế,pm10,2.0,17.5,61.0,11.0,6.0,1013.5,24.0,40.0,4.6,25.5,3.3,2021-02-23 10:00:00,Good,16.46226,107.596351
488,113.0,Hà Nội,pm25,5.0,15.5,58.5,32.0,2.0,1012.5,66.0,113.0,1.0,24.0,1.5,2021-02-23 14:00:00,Unhealthy for sensitive groups,21.04975,105.74187
489,59.0,Bắc Ninh,pm25,2.0,16.0,60.0,13.0,23.0,1012.0,51.0,59.0,4.0,24.0,1.5,2021-02-23 15:00:00,Moderate,21.1137452,105.9268934
490,40.0,Lào Cai,pm25,29.0,19.8,69.9,6.0,2.0,1002.0,13.0,40.0,78.0,25.7,2.0,2021-02-23 15:00:00,Good,22.3221386,104.1214227
491,16.0,Hạ Long,pm25,5.0,19.8,73.8,11.0,46.0,1000.8,12.0,16.0,4.6,24.8,1.0,2021-02-23 14:00:00,Good,20.9416,107.1158
492,5.0,Quảng Ninh,pm25,5.0,19.8,73.8,32.0,6.0,1000.8,3.0,5.0,24.8,24.8,1.0,2021-02-23 14:00:00,Good,21.0357507,106.7641068
493,61.0,Bắc Ninh,pm25,1.0,16.0,60.0,3.0,7.0,1012.0,42.0,61.0,3.0,24.0,1.5,2021-02-23 15:00:00,Moderate,21.1232473,106.2883295
494,60.0,Bắc Ninh,pm25,4.0,16.0,60.0,1.0,6.0,1012.0,39.0,60.0,1.0,24.0,1.5,2021-02-23 15:00:00,Moderate,21.0272212,106.0342099
495,116.0,Hà Nội,pm25,32.0,16.0,60.0,42.0,6.0,1012.0,78.0,116.0,4.6,24.0,1.5,2021-02-23 14:00:00,Unhealthy for sensitive groups,21.03982,105.84726
496,82.0,Hà Nội,pm25,4.0,16.0,60.0,39.0,6.0,1012.0,45.0,82.0,4.6,24.0,1.5,2021-02-23 14:00:00,Moderate,20.98832,105.854897
497,83.0,Hà Nội,pm25,4.0,16.0,60.0,21.0,6.0,1012.0,54.0,83.0,4.6,24.0,1.5,2021-02-23 14:00:00,Moderate,21.01994,105.77056
501,118.0,Hà Nội,pm25,15.0,16.0,60.0,13.0,6.0,1012.0,83.0,118.0,4.6,24.0,1.5,2021-02-23 14:00:00,Unhealthy for sensitive groups,21.02022,105.81232
502,82.0,Hà Nội,pm25,4.0,16.0,60.0,12.0,6.0,1012.0,51.0,82.0,4.6,24.0,1.5,2021-02-23 14:00:00,Moderate,21.00577,105.74842
503,117.0,Hà Nội,pm25,9.0,16.0,60.0,11.0,6.0,1012.0,78.0,117.0,4.6,24.0,1.5,2021-02-23 14:00:00,Unhealthy for sensitive groups,21.05121,105.78232
504,87.0,Hà Nội,pm25,5.0,16.0,60.0,11.0,6.0,1012.0,57.0,87.0,4.6,24.0,1.5,2021-02-23 14:00:00,Moderate,21.0072,105.83572
505,98.0,Cao Bằng,pm25,5.0,16.7,56.9,11.0,3.0,985.1,86.0,98.0,4.6,25.9,2.0,2021-02-23 15:00:00,Moderate,22.6782,106.245
506,87.0,Hồ Chí Minh,pm25,5.0,20.0,52.0,11.0,6.0,1009.0,45.0,87.0,4.6,31.0,2.5,2021-02-24 13:00:00,Moderate,10.782978,106.700711
507,85.0,Hà Nội,aqi,5.0,16.0,60.0,11.0,6.0,1009.0,45.0,55.0,4.6,24.0,3.6,2021-02-24 14:00:00,Moderate,21.0811211,105.8180306
508,119.0,Hà Nội,pm25,0.1,16.0,60.0,1.0,10.6,1010.5,45.0,119.0,3.6,24.0,3.8,2021-02-24 13:00:00,Unhealthy for sensitive groups,21.0215063,105.8188748
509,52.0,Gia Lai,pm25,4.0,8.0,25.0,12.0,40.0,923.1,38.0,52.0,2.0,30.2,1.0,2021-02-24 14:00:00,Moderate,13.998599,107.996482
510,50.0,Thừa Thiên Huế,pm10,3.0,18.0,57.0,11.0,6.0,1011.5,50.0,26.0,4.6,27.0,5.6,2021-02-24 14:00:00,Good,16.46226,107.596351
511,100.0,Hà Nội,pm25,10.0,16.0,60.0,30.0,1.0,1010.5,71.0,100.0,1.0,24.0,3.8,2021-02-24 13:00:00,Moderate,21.04975,105.74187
513,81.0,Lào Cai,pm25,30.0,20.2,81.3,6.0,3.0,998.1,30.0,81.0,23.0,23.6,2.0,2021-02-24 14:00:00,Moderate,22.3221386,104.1214227
514,16.0,Hạ Long,pm25,5.0,20.4,75.7,11.0,45.0,998.4,9.0,16.0,4.6,25.0,2.0,2021-02-24 13:00:00,Good,20.9416,107.1158
515,2.0,Quảng Ninh,pm25,4.0,20.4,75.7,3.0,6.0,998.4,2.0,2.0,25.0,25.0,2.0,2021-02-24 12:00:00,Good,21.0357507,106.7641068
516,57.0,Bắc Ninh,pm25,1.0,16.0,60.0,4.0,5.0,1011.0,42.0,57.0,4.0,24.0,3.0,2021-02-24 13:00:00,Moderate,21.1232473,106.2883295
517,50.0,Bắc Ninh,pm25,4.0,16.0,60.0,1.0,6.0,1009.0,35.0,50.0,1.0,24.0,3.6,2021-02-24 14:00:00,Good,21.0272212,106.0342099
518,92.0,Hà Nội,pm25,30.0,16.0,60.0,37.0,6.0,1010.5,52.0,92.0,4.6,24.0,3.8,2021-02-24 13:00:00,Moderate,21.03982,105.84726
519,82.0,Hà Nội,pm25,3.0,16.0,60.0,39.0,6.0,1010.5,47.0,82.0,4.6,24.0,3.8,2021-02-24 13:00:00,Moderate,20.98832,105.854897
520,75.0,Hà Nội,pm25,4.0,16.0,60.0,21.0,6.0,1010.5,52.0,75.0,4.6,24.0,3.8,2021-02-24 13:00:00,Moderate,21.01994,105.77056
521,95.0,Hà Nội,pm25,9.0,16.0,60.5,27.0,1.0,1011.0,1.0,95.0,1.0,24.0,1.8,2021-02-23 18:00:00,Moderate,21.01525,105.80013
524,102.0,Hà Nội,pm25,6.0,16.0,60.0,10.0,6.0,1009.0,60.0,102.0,4.6,24.0,3.6,2021-02-24 13:00:00,Unhealthy for sensitive groups,21.02022,105.81232
525,86.0,Hà Nội,pm25,4.0,16.0,60.0,9.0,6.0,1010.5,52.0,86.0,4.6,24.0,3.8,2021-02-24 13:00:00,Moderate,21.00577,105.74842
526,113.0,Hà Nội,pm25,4.0,16.0,60.0,23.0,6.0,1009.0,63.0,113.0,4.6,24.0,3.6,2021-02-24 13:00:00,Unhealthy for sensitive groups,21.05121,105.78232
527,94.0,Hà Nội,pm25,5.0,16.0,60.0,11.0,6.0,1010.5,55.0,94.0,4.6,24.0,3.8,2021-02-24 13:00:00,Moderate,21.0072,105.83572
528,122.0,Cao Bằng,pm10,5.0,17.5,82.4,11.0,3.0,982.6,122.0,113.0,4.6,20.6,2.0,2021-02-24 14:00:00,Unhealthy for sensitive groups,22.6782,106.245
529,104.0,Hồ Chí Minh,pm25,5.0,22.0,55.0,11.0,6.0,1005.0,45.0,104.0,4.6,32.0,2.5,2021-02-27 15:00:00,Unhealthy for sensitive groups,10.782978,106.700711
530,104.0,Hà Nội,aqi,5.0,14.0,72.0,11.0,6.0,1013.0,45.0,55.0,4.6,19.0,5.1,2021-02-27 15:00:00,Unhealthy for sensitive groups,21.0811211,105.8180306
531,93.0,Hà Nội,pm25,0.2,14.0,77.0,1.4,2.1,1011.0,45.0,93.0,3.6,18.0,5.6,2021-02-27 15:00:00,Moderate,21.0215063,105.8188748
532,97.0,Gia Lai,pm25,6.0,16.6,43.7,21.0,34.0,921.9,57.0,97.0,2.0,30.3,2.0,2021-02-27 15:00:00,Moderate,13.998599,107.996482
533,59.0,Thừa Thiên Huế,pm10,2.0,22.0,76.0,11.0,6.0,1008.5,59.0,48.0,4.6,26.5,2.8,2021-02-27 16:00:00,Moderate,16.46226,107.596351
534,1.0,Hà Nội,pm25,12.0,19.0,73.0,50.0,1.0,1008.0,1.0,1.0,1.0,24.0,3.6,2021-02-26 15:00:00,Good,21.04975,105.74187
535,44.0,Bắc Ninh,pm25,3.0,14.0,72.0,14.0,25.0,1013.0,27.0,44.0,3.0,19.0,5.1,2021-02-27 15:00:00,Good,21.1137452,105.9268934
536,7.0,Lào Cai,pm10,43.0,19.4,76.4,11.0,2.0,998.0,7.0,31.0,100.0,23.8,4.0,2021-02-27 11:00:00,Good,22.3221386,104.1214227
537,26.0,Hạ Long,pm25,5.0,18.9,95.7,11.0,10.0,998.5,14.0,26.0,4.6,19.6,1.0,2021-02-27 15:00:00,Good,20.9416,107.1158
538,3.0,Quảng Ninh,pm25,6.0,18.9,95.7,12.0,6.0,998.5,2.0,3.0,4.0,19.6,1.0,2021-02-27 14:00:00,Good,21.0357507,106.7641068
539,70.0,Bắc Ninh,pm25,3.0,14.0,72.0,4.0,3.0,1013.0,52.0,70.0,4.0,19.0,5.1,2021-02-27 15:00:00,Moderate,21.1232473,106.2883295
540,60.0,Bắc Ninh,pm25,4.0,14.0,72.0,5.0,6.0,1013.0,40.0,60.0,2.0,19.0,5.1,2021-02-27 15:00:00,Moderate,21.0272212,106.0342099
541,79.0,Hà Nội,pm25,12.0,14.0,72.0,29.0,6.0,1013.0,48.0,79.0,4.6,19.0,5.1,2021-02-27 14:00:00,Moderate,21.03982,105.84726
542,88.0,Hà Nội,pm25,5.0,14.0,72.0,40.0,6.0,1013.0,51.0,88.0,4.6,19.0,5.1,2021-02-27 14:00:00,Moderate,20.98832,105.854897
543,65.0,Hà Nội,pm25,7.0,14.0,72.0,20.0,6.0,1013.0,47.0,65.0,4.6,19.0,5.1,2021-02-27 14:00:00,Moderate,21.01994,105.77056
544,54.0,Hà Nội,pm10,2.0,19.0,78.0,59.0,2.0,1005.5,54.0,1.0,1.0,23.0,4.3,2021-02-25 20:00:00,Moderate,21.01525,105.80013
547,97.0,Hà Nội,pm25,10.0,14.0,77.0,9.0,6.0,1011.0,62.0,97.0,4.6,18.0,5.6,2021-02-27 15:00:00,Moderate,21.02022,105.81232
548,74.0,Hà Nội,pm25,6.0,14.0,72.0,10.0,6.0,1013.0,49.0,74.0,4.6,19.0,5.1,2021-02-27 14:00:00,Moderate,21.00577,105.74842
549,112.0,Hà Nội,pm25,5.0,14.0,77.0,16.0,6.0,1011.0,59.0,112.0,4.6,18.0,5.6,2021-02-27 15:00:00,Unhealthy for sensitive groups,21.05121,105.78232
550,72.0,Hà Nội,pm25,6.0,14.0,72.0,11.0,6.0,1013.0,48.0,72.0,4.6,19.0,5.1,2021-02-27 14:00:00,Moderate,21.0072,105.83572
551,198.0,Cao Bằng,pm10,5.0,12.1,67.1,11.0,3.0,984.8,198.0,90.0,4.6,18.3,1.0,2021-02-27 16:00:00,Unhealthy,22.6782,106.245
552,61.0,Hồ Chí Minh,pm25,5.0,22.0,49.0,11.0,6.0,1010.0,45.0,61.0,4.6,34.0,2.5,2021-03-02 14:00:00,Moderate,10.782978,106.700711
553,60.0,Hà Nội,aqi,5.0,10.0,49.0,11.0,6.0,1018.0,45.0,55.0,4.6,21.0,3.0,2021-03-02 14:00:00,Moderate,21.0811211,105.8180306
554,59.0,Hà Nội,pm25,0.1,10.0,49.0,7.4,3.7,1018.0,45.0,59.0,3.6,21.0,3.0,2021-03-02 14:00:00,Moderate,21.0215063,105.8188748
555,15.0,Gia Lai,pm25,2.0,17.6,44.3,5.0,12.0,926.7,14.0,15.0,2.0,31.2,4.0,2021-03-02 14:00:00,Good,13.998599,107.996482
556,24.0,Thừa Thiên Huế,pm25,2.0,23.0,80.5,11.0,6.0,1016.0,16.0,24.0,4.6,26.5,6.4,2021-03-02 14:00:00,Good,16.46226,107.596351
559,15.0,Lào Cai,pm25,33.0,13.8,60.1,2.0,2.0,1006.2,4.0,15.0,53.0,21.9,4.0,2021-03-02 14:00:00,Good,22.3221386,104.1214227
560,19.0,Hạ Long,pm25,5.0,16.9,87.1,11.0,7.0,1004.9,11.0,19.0,4.6,19.1,1.0,2021-03-02 13:00:00,Good,20.9416,107.1158
561,6.0,Quảng Ninh,pm25,6.0,16.9,87.1,12.0,6.0,1004.9,6.0,6.0,14.0,19.1,1.0,2021-03-02 13:00:00,Good,21.0357507,106.7641068
562,26.0,Bắc Ninh,pm25,3.0,10.0,49.0,3.0,7.0,1020.0,20.0,26.0,4.0,21.0,3.6,2021-03-02 11:00:00,Good,21.1232473,106.2883295
563,28.0,Bắc Ninh,pm25,4.0,10.0,50.5,4.0,6.0,1018.5,23.0,28.0,3.0,20.5,3.6,2021-03-02 14:00:00,Good,21.0272212,106.0342099
564,63.0,Hà Nội,pm25,20.0,10.0,50.5,19.0,6.0,1018.5,50.0,63.0,4.6,20.5,3.6,2021-03-02 13:00:00,Moderate,21.03982,105.84726
565,40.0,Hà Nội,pm25,4.0,10.0,50.5,11.0,6.0,1018.5,28.0,40.0,4.6,20.5,3.6,2021-03-02 13:00:00,Good,20.98832,105.854897
566,39.0,Hà Nội,pm25,6.0,10.0,50.5,20.0,6.0,1018.5,36.0,39.0,4.6,20.5,3.6,2021-03-02 13:00:00,Good,21.01994,105.77056
570,62.0,Hà Nội,pm25,10.0,10.0,50.5,16.0,6.0,1018.5,56.0,62.0,4.6,20.5,3.6,2021-03-02 13:00:00,Moderate,21.02022,105.81232
571,42.0,Hà Nội,pm25,7.0,10.0,50.5,12.0,6.0,1018.5,35.0,42.0,4.6,20.5,3.6,2021-03-02 13:00:00,Good,21.00577,105.74842
572,68.0,Hà Nội,pm25,8.0,10.0,50.5,11.0,6.0,1018.5,57.0,68.0,4.6,20.5,3.6,2021-03-02 13:00:00,Moderate,21.05121,105.78232
573,44.0,Hà Nội,pm25,6.0,10.0,50.5,11.0,6.0,1018.5,32.0,44.0,4.6,20.5,3.6,2021-03-02 13:00:00,Good,21.0072,105.83572
574,80.0,Cao Bằng,pm10,5.0,9.8,40.9,11.0,3.0,990.2,80.0,48.0,4.6,23.9,2.0,2021-03-02 14:00:00,Moderate,22.6782,106.245
575,65.0,Hồ Chí Minh,pm25,5.0,19.0,48.0,11.0,6.0,1010.0,45.0,65.0,4.6,31.0,4.1,2021-03-03 18:00:00,Moderate,10.782978,106.700711
576,87.0,Hà Nội,aqi,5.0,14.0,82.0,11.0,6.0,1016.5,45.0,55.0,4.6,17.0,3.3,2021-03-03 18:00:00,Moderate,21.0811211,105.8180306
577,153.0,Hà Nội,pm25,0.2,14.0,82.0,7.8,2.1,1017.0,45.0,153.0,3.6,17.0,3.3,2021-03-03 18:00:00,Unhealthy,21.0215063,105.8188748
578,28.0,Gia Lai,pm25,3.0,17.2,50.1,6.0,16.0,925.8,24.0,28.0,2.0,28.6,3.0,2021-03-03 18:00:00,Good,13.998599,107.996482
579,26.0,Thừa Thiên Huế,pm25,3.0,20.0,88.0,11.0,6.0,1016.0,20.0,26.0,4.6,22.0,1.0,2021-03-03 18:00:00,Good,16.46226,107.596351
582,21.0,Lào Cai,pm25,32.0,15.7,74.4,4.0,2.0,1003.6,2.0,21.0,127.0,20.4,3.0,2021-03-03 18:00:00,Good,22.3221386,104.1214227
583,21.0,Hạ Long,pm25,5.0,17.0,100.0,11.0,6.0,1002.6,11.0,21.0,4.6,17.0,1.0,2021-03-03 18:00:00,Good,20.9416,107.1158
584,2.0,Quảng Ninh,pm25,8.0,17.0,100.0,11.0,6.0,1002.6,2.0,2.0,4.0,17.0,1.0,2021-03-03 17:00:00,Good,21.0357507,106.7641068
586,75.0,Bắc Ninh,pm25,4.0,14.0,82.0,10.0,6.0,1016.5,45.0,75.0,2.0,17.0,3.3,2021-03-03 18:00:00,Moderate,21.0272212,106.0342099
587,121.0,Hà Nội,pm25,27.0,14.0,82.0,22.0,6.0,1016.5,87.0,121.0,4.6,17.0,3.3,2021-03-03 17:00:00,Unhealthy for sensitive groups,21.03982,105.84726
588,83.0,Hà Nội,pm25,6.0,14.0,82.0,10.0,6.0,1016.5,56.0,83.0,4.6,17.0,3.3,2021-03-03 17:00:00,Moderate,20.98832,105.854897
589,106.0,Hà Nội,pm25,13.0,14.0,82.0,29.0,6.0,1016.5,65.0,106.0,4.6,17.0,3.3,2021-03-03 17:00:00,Unhealthy for sensitive groups,21.01994,105.77056
590,112.0,Hà Nội,pm25,7.0,14.0,82.0,13.0,1.0,1016.5,80.0,112.0,1.0,17.0,3.3,2021-03-03 17:00:00,Unhealthy for sensitive groups,21.01525,105.80013
593,122.0,Hà Nội,pm25,10.0,14.0,82.0,18.0,6.0,1016.5,87.0,122.0,4.6,17.0,3.3,2021-03-03 17:00:00,Unhealthy for sensitive groups,21.02022,105.81232
594,82.0,Hà Nội,pm25,9.0,14.0,82.0,18.0,6.0,1016.5,55.0,82.0,4.6,17.0,3.3,2021-03-03 17:00:00,Moderate,21.00577,105.74842
595,123.0,Hà Nội,pm25,15.0,14.0,82.0,23.0,6.0,1016.5,89.0,123.0,4.6,17.0,3.3,2021-03-03 17:00:00,Unhealthy for sensitive groups,21.05121,105.78232
596,82.0,Hà Nội,pm25,9.0,14.0,82.0,11.0,6.0,1016.5,54.0,82.0,4.6,17.0,3.3,2021-03-03 17:00:00,Moderate,21.0072,105.83572
597,115.0,Cao Bằng,pm10,5.0,14.0,86.8,11.0,2.0,988.4,115.0,109.0,4.6,16.2,1.0,2021-03-03 18:00:00,Unhealthy for sensitive groups,22.6782,106.245
598,50.0,Hồ Chí Minh,pm25,5.0,16.5,35.0,11.0,6.0,1009.5,45.0,50.0,4.6,34.0,5.4,2021-03-05 14:00:00,Good,10.782978,106.700711
599,166.0,Hà Nội,aqi,5.0,19.0,93.0,11.0,6.0,1011.0,45.0,55.0,4.6,20.0,1.0,2021-03-05 14:00:00,Unhealthy,21.0811211,105.8180306
600,122.0,Hà Nội,pm25,0.2,19.0,93.0,7.8,2.1,1011.0,45.0,122.0,3.6,20.0,1.0,2021-03-05 14:00:00,Unhealthy for sensitive groups,21.0215063,105.8188748
601,26.0,Gia Lai,pm25,2.0,14.5,44.7,5.0,28.0,928.6,21.0,26.0,2.0,27.6,2.0,2021-03-05 14:00:00,Good,13.998599,107.996482
602,72.0,Thừa Thiên Huế,pm10,7.0,23.0,74.0,11.0,6.0,1011.5,72.0,51.0,4.6,28.0,2.8,2021-03-05 14:00:00,Moderate,16.46226,107.596351
605,40.0,Lào Cai,pm25,34.0,15.3,60.0,2.0,2.0,999.9,8.0,40.0,23.0,23.5,3.0,2021-03-05 14:00:00,Good,22.3221386,104.1214227
606,18.0,Hạ Long,pm25,5.0,20.5,95.8,11.0,16.0,998.5,10.0,18.0,4.6,21.2,1.0,2021-03-05 14:00:00,Good,20.9416,107.1158
607,6.0,Quảng Ninh,pm25,6.0,20.5,95.8,22.0,6.0,998.5,4.0,6.0,23.0,21.2,1.0,2021-03-05 13:00:00,Good,21.0357507,106.7641068
609,38.0,Bắc Ninh,pm25,4.0,18.5,90.5,12.0,6.0,1011.5,25.0,38.0,1.0,20.0,1.2,2021-03-05 14:00:00,Good,21.0272212,106.0342099
